Invoice,InvoiceDate,StockCode,Quantity,Price,TotalPrice,Customer ID
564335,2011-08-24 14:23:00,21733,2,2.95,5.9,15800
564335,2011-08-24 14:23:00,22216,4,0.85,3.4,15800
564335,2011-08-24 14:23:00,23146,2,3.29,6.58,15800
564335,2011-08-24 14:23:00,23079,1,8.95,8.95,15800
564335,2011-08-24 14:23:00,22511,2,3.75,7.5,15800
564335,2011-08-24 14:23:00,23108,2,6.25,12.5,15800
564335,2011-08-24 14:23:00,21986,1,0.29,0.29,15800
564335,2011-08-24 14:23:00,21900,4,0.65,2.6,15800
564335,2011-08-24 14:23:00,21980,1,0.29,0.29,15800
564335,2011-08-24 14:23:00,21982,1,0.29,0.29,15800
564335,2011-08-24 14:23:00,21967,4,0.29,1.16,15800
564335,2011-08-24 14:23:00,21481,1,2.95,2.95,15800
564335,2011-08-24 14:23:00,22111,2,4.95,9.9,15800
564335,2011-08-24 14:23:00,22113,1,3.75,3.75,15800
564335,2011-08-24 14:23:00,23355,1,4.95,4.95,15800
564335,2011-08-24 14:23:00,21621,1,8.5,8.5,15800
564335,2011-08-24 14:23:00,21625,1,6.95,6.95,15800
564335,2011-08-24 14:23:00,21626,1,1.95,1.95,15800
564335,2011-08-24 14:23:00,22633,1,2.1,2.1,15800
564335,2011-08-24 14:23:00,22632,1,2.1,2.1,15800
564335,2011-08-24 14:23:00,23439,1,2.1,2.1,15800
564335,2011-08-24 14:23:00,22867,1,2.1,2.1,15800
564335,2011-08-24 14:23:00,22834,1,2.1,2.1,15800
564335,2011-08-24 14:23:00,22616,1,0.29,0.29,15800
564335,2011-08-24 14:23:00,21985,1,0.29,0.29,15800
564335,2011-08-24 14:23:00,21981,2,0.29,0.58,15800
564335,2011-08-24 14:23:00,22614,1,0.29,0.29,15800
564335,2011-08-24 14:23:00,22097,2,0.39,0.78,15800
564335,2011-08-24 14:23:00,22096,2,0.39,0.78,15800
564335,2011-08-24 14:23:00,22091,2,0.39,0.78,15800
564335,2011-08-24 14:23:00,22092,2,0.39,0.78,15800
564335,2011-08-24 14:23:00,85231B,2,0.85,1.7,15800
564335,2011-08-24 14:23:00,85123A,2,2.95,5.9,15800
564335,2011-08-24 14:23:00,84459A,4,1.49,5.96,15800
564335,2011-08-24 14:23:00,22217,4,1.25,5.0,15800
564335,2011-08-24 14:23:00,22479,2,1.25,2.5,15800
564335,2011-08-24 14:23:00,22478,2,1.25,2.5,15800
564335,2011-08-24 14:23:00,22477,2,1.25,2.5,15800
564335,2011-08-24 14:23:00,23301,3,1.65,4.95,15800
564335,2011-08-24 14:23:00,22921,2,0.65,1.3,15800
564335,2011-08-24 14:23:00,22919,2,0.65,1.3,15800
564335,2011-08-24 14:23:00,22918,2,0.65,1.3,15800
564335,2011-08-24 14:23:00,22917,2,0.65,1.3,15800
564335,2011-08-24 14:23:00,22916,2,0.65,1.3,15800
564335,2011-08-24 14:23:00,22920,2,0.65,1.3,15800
564335,2011-08-24 14:23:00,22500,1,4.95,4.95,15800
564335,2011-08-24 14:23:00,47504K,3,0.79,2.37,15800
564335,2011-08-24 14:23:00,22700,1,2.95,2.95,15800
564335,2011-08-24 14:23:00,22349,1,3.75,3.75,15800
564335,2011-08-24 14:23:00,22701,2,2.95,5.9,15800
564335,2011-08-24 14:23:00,22852,1,4.25,4.25,15800
564335,2011-08-24 14:23:00,85053,2,2.1,4.2,15800
564335,2011-08-24 14:23:00,22722,2,3.95,7.9,15800
564335,2011-08-24 14:23:00,21754,1,5.95,5.95,15800
564335,2011-08-24 14:23:00,21755,1,5.95,5.95,15800
564335,2011-08-24 14:23:00,23243,2,4.95,9.9,15800
564335,2011-08-24 14:23:00,84836,12,1.25,15.0,15800
564335,2011-08-24 14:23:00,20713,1,2.08,2.08,15800
564335,2011-08-24 14:23:00,20711,2,2.08,4.16,15800
564335,2011-08-24 14:23:00,23202,1,2.08,2.08,15800
564335,2011-08-24 14:23:00,23200,1,2.08,2.08,15800
564335,2011-08-24 14:23:00,23199,1,2.08,2.08,15800
564335,2011-08-24 14:23:00,23204,2,0.85,1.7,15800
564335,2011-08-24 14:23:00,20719,1,0.85,0.85,15800
564335,2011-08-24 14:23:00,23205,1,0.85,0.85,15800
564335,2011-08-24 14:23:00,20723,2,0.85,1.7,15800
564335,2011-08-24 14:23:00,22356,2,0.85,1.7,15800
564335,2011-08-24 14:23:00,22355,1,0.85,0.85,15800
564335,2011-08-24 14:23:00,22661,2,0.85,1.7,15800
564335,2011-08-24 14:23:00,23344,3,2.08,6.24,15800
564335,2011-08-24 14:23:00,23343,3,2.08,6.24,15800
564335,2011-08-24 14:23:00,23313,2,4.95,9.9,15800
564335,2011-08-24 14:23:00,23184,3,4.95,14.85,15800
564335,2011-08-24 14:23:00,22945,6,0.85,5.1,15800
564335,2011-08-24 14:23:00,23318,1,2.49,2.49,15800
564335,2011-08-24 14:23:00,22909,6,0.85,5.1,15800
564335,2011-08-24 14:23:00,22592,3,3.75,11.25,15800
564335,2011-08-24 14:23:00,35970,6,1.69,10.14,15800
564335,2011-08-24 14:23:00,22941,1,8.5,8.5,15800
564358,2011-08-24 16:00:00,21473,1,19.95,19.95,17869
564358,2011-08-24 16:00:00,22986,1,0.42,0.42,17869
564358,2011-08-24 16:00:00,22499,1,5.95,5.95,17869
564358,2011-08-24 16:00:00,22680,1,1.25,1.25,17869
564358,2011-08-24 16:00:00,22676,1,1.25,1.25,17869
564358,2011-08-24 16:00:00,21269,2,8.5,17.0,17869
564358,2011-08-24 16:00:00,85163A,1,12.75,12.75,17869
564358,2011-08-24 16:00:00,22863,4,2.95,11.8,17869
564358,2011-08-24 16:00:00,21622,2,4.95,9.9,17869
564358,2011-08-24 16:00:00,21621,1,8.5,8.5,17869
564358,2011-08-24 16:00:00,21624,1,5.95,5.95,17869
564361,2011-08-24 16:16:00,22354,6,3.75,22.5,17869
564371,2011-08-25 09:53:00,85099B,10,2.08,20.8,17705
564371,2011-08-25 09:53:00,23112,2,7.5,15.0,17705
564371,2011-08-25 09:53:00,22768,2,9.95,19.9,17705
564371,2011-08-25 09:53:00,22767,2,9.95,19.9,17705
564371,2011-08-25 09:53:00,20725,10,1.65,16.5,17705
564371,2011-08-25 09:53:00,20726,10,1.65,16.5,17705
564371,2011-08-25 09:53:00,20727,10,1.65,16.5,17705
564371,2011-08-25 09:53:00,22383,10,1.65,16.5,17705
564371,2011-08-25 09:53:00,22329,12,1.65,19.8,17705
564371,2011-08-25 09:53:00,23209,10,1.65,16.5,17705
564371,2011-08-25 09:53:00,22728,4,3.75,15.0,17705
564371,2011-08-25 09:53:00,22726,4,3.75,15.0,17705
564371,2011-08-25 09:53:00,22727,4,3.75,15.0,17705
564371,2011-08-25 09:53:00,22730,4,3.75,15.0,17705
564371,2011-08-25 09:53:00,21928,10,2.08,20.8,17705
564371,2011-08-25 09:53:00,20728,10,1.65,16.5,17705
564371,2011-08-25 09:53:00,22384,10,1.65,16.5,17705
564371,2011-08-25 09:53:00,23206,10,1.65,16.5,17705
564382,2011-08-25 10:45:00,22112,72,4.25,306.0,15129
564474,2011-08-25 12:46:00,22842,2,6.75,13.5,14180
564474,2011-08-25 12:46:00,84968A,1,12.75,12.75,14180
564474,2011-08-25 12:46:00,22426,4,3.75,15.0,14180
564474,2011-08-25 12:46:00,22626,2,8.5,17.0,14180
564474,2011-08-25 12:46:00,22424,6,12.75,76.5,14180
564653,2011-08-26 14:23:00,22431,6,1.95,11.7,14776
564653,2011-08-26 14:23:00,22432,6,1.95,11.7,14776
564653,2011-08-26 14:23:00,22433,6,1.95,11.7,14776
564653,2011-08-26 14:23:00,21829,72,0.21,15.12,14776
564653,2011-08-26 14:23:00,23078,48,1.25,60.0,14776
564653,2011-08-26 14:23:00,21915,12,1.25,15.0,14776
564653,2011-08-26 14:23:00,21914,12,1.25,15.0,14776
564653,2011-08-26 14:23:00,21703,24,0.42,10.08,14776
564653,2011-08-26 14:23:00,22741,48,0.85,40.8,14776
564728,2011-08-28 12:43:00,23084,48,1.79,85.92,13199
564912,2011-08-31 12:33:00,POST,3,18.0,54.0,12490
564912,2011-08-31 12:33:00,23084,24,1.79,42.96,12490
564912,2011-08-31 12:33:00,23199,20,2.08,41.6,12490
564912,2011-08-31 12:33:00,22704,25,0.42,10.5,12490
564912,2011-08-31 12:33:00,23200,10,2.08,20.8,12490
564912,2011-08-31 12:33:00,21238,8,0.85,6.8,12490
564912,2011-08-31 12:33:00,22352,6,2.55,15.3,12490
564912,2011-08-31 12:33:00,21080,12,0.85,10.2,12490
564912,2011-08-31 12:33:00,22090,6,2.95,17.7,12490
564912,2011-08-31 12:33:00,20685,2,7.95,15.9,12490
564912,2011-08-31 12:33:00,85099B,20,2.08,41.6,12490
564912,2011-08-31 12:33:00,22379,5,2.1,10.5,12490
564912,2011-08-31 12:33:00,23203,10,2.08,20.8,12490
564912,2011-08-31 12:33:00,20712,10,2.08,20.8,12490
564912,2011-08-31 12:33:00,23202,10,2.08,20.8,12490
564912,2011-08-31 12:33:00,84997B,4,4.15,16.6,12490
564912,2011-08-31 12:33:00,84997D,4,4.15,16.6,12490
564912,2011-08-31 12:33:00,22385,10,2.08,20.8,12490
564912,2011-08-31 12:33:00,21731,12,1.65,19.8,12490
565419,2011-09-04 12:07:00,23020,6,12.5,75.0,13808
565419,2011-09-04 12:07:00,22768,2,9.95,19.9,13808
565419,2011-09-04 12:07:00,22767,2,9.95,19.9,13808
565419,2011-09-04 12:07:00,23396,4,3.75,15.0,13808
565419,2011-09-04 12:07:00,23395,4,3.75,15.0,13808
565419,2011-09-04 12:07:00,23394,4,3.75,15.0,13808
565419,2011-09-04 12:07:00,23407,2,9.95,19.9,13808
565419,2011-09-04 12:07:00,23393,4,3.75,15.0,13808
565419,2011-09-04 12:07:00,23427,2,12.5,25.0,13808
565419,2011-09-04 12:07:00,23032,12,1.65,19.8,13808
565419,2011-09-04 12:07:00,85048,4,7.95,31.8,13808
565419,2011-09-04 12:07:00,23083,6,3.75,22.5,13808
565419,2011-09-04 12:07:00,84946,12,1.25,15.0,13808
565419,2011-09-04 12:07:00,84947,12,1.25,15.0,13808
565419,2011-09-04 12:07:00,22158,12,2.95,35.4,13808
565419,2011-09-04 12:07:00,23220,12,0.83,9.96,13808
565419,2011-09-04 12:07:00,23221,12,0.83,9.96,13808
565419,2011-09-04 12:07:00,23219,12,1.25,15.0,13808
565419,2011-09-04 12:07:00,23218,12,1.25,15.0,13808
565419,2011-09-04 12:07:00,22141,12,2.1,25.2,13808
565419,2011-09-04 12:07:00,22144,12,2.1,25.2,13808
565419,2011-09-04 12:07:00,85066,2,12.75,25.5,13808
565419,2011-09-04 12:07:00,84879,8,1.69,13.52,13808
565419,2011-09-04 12:07:00,21136,8,1.69,13.52,13808
565419,2011-09-04 12:07:00,23343,10,2.08,20.8,13808
565419,2011-09-04 12:07:00,23035,12,1.45,17.4,13808
565419,2011-09-04 12:07:00,46000S,16,1.45,23.2,13808
565430,2011-09-04 13:07:00,21908,3,2.1,6.3,14335
565430,2011-09-04 13:07:00,21899,3,0.65,1.95,14335
565430,2011-09-04 13:07:00,22637,8,2.55,20.4,14335
565430,2011-09-04 13:07:00,21892,2,1.25,2.5,14335
565430,2011-09-04 13:07:00,22620,2,1.45,2.9,14335
565430,2011-09-04 13:07:00,21890,5,3.25,16.25,14335
565430,2011-09-04 13:07:00,16169E,25,0.42,10.5,14335
565430,2011-09-04 13:07:00,22704,25,0.42,10.5,14335
565430,2011-09-04 13:07:00,16169K,25,0.42,10.5,14335
565430,2011-09-04 13:07:00,23232,25,0.42,10.5,14335
565430,2011-09-04 13:07:00,23547,25,0.42,10.5,14335
565430,2011-09-04 13:07:00,23233,25,0.42,10.5,14335
565430,2011-09-04 13:07:00,21715,2,2.55,5.1,14335
565430,2011-09-04 13:07:00,22673,6,1.25,7.5,14335
565430,2011-09-04 13:07:00,16258A,4,0.42,1.68,14335
565430,2011-09-04 13:07:00,21917,5,0.42,2.1,14335
565430,2011-09-04 13:07:00,22035,12,0.42,5.04,14335
565430,2011-09-04 13:07:00,22371,4,4.25,17.0,14335
565430,2011-09-04 13:07:00,22372,3,4.25,12.75,14335
565430,2011-09-04 13:07:00,22375,1,4.25,4.25,14335
565430,2011-09-04 13:07:00,21452,3,2.95,8.85,14335
565430,2011-09-04 13:07:00,22507,1,4.95,4.95,14335
565430,2011-09-04 13:07:00,22893,48,0.42,20.16,14335
565430,2011-09-04 13:07:00,22174,12,1.65,19.8,14335
565430,2011-09-04 13:07:00,15039,1,0.85,0.85,14335
565430,2011-09-04 13:07:00,84806B,2,1.45,2.9,14335
565430,2011-09-04 13:07:00,84806A,2,1.45,2.9,14335
565430,2011-09-04 13:07:00,22941,1,8.5,8.5,14335
565430,2011-09-04 13:07:00,22187,2,4.25,8.5,14335
565430,2011-09-04 13:07:00,23252,2,3.75,7.5,14335
565430,2011-09-04 13:07:00,20774,5,1.65,8.25,14335
565430,2011-09-04 13:07:00,22908,10,0.85,8.5,14335
565430,2011-09-04 13:07:00,22624,2,8.5,17.0,14335
565430,2011-09-04 13:07:00,22725,2,3.75,7.5,14335
565430,2011-09-04 13:07:00,22727,2,3.75,7.5,14335
565430,2011-09-04 13:07:00,22729,2,3.75,7.5,14335
565430,2011-09-04 13:07:00,22302,6,2.55,15.3,14335
565430,2011-09-04 13:07:00,22303,6,2.55,15.3,14335
565430,2011-09-04 13:07:00,22093,8,0.39,3.12,14335
565430,2011-09-04 13:07:00,22099,10,0.39,3.9,14335
565751,2011-09-06 12:56:00,22383,2,1.65,3.3,16393
565751,2011-09-06 12:56:00,22384,2,1.65,3.3,16393
565751,2011-09-06 12:56:00,20725,5,1.65,8.25,16393
565751,2011-09-06 12:56:00,23209,9,1.65,14.85,16393
565751,2011-09-06 12:56:00,23203,10,2.08,20.8,16393
565751,2011-09-06 12:56:00,85099C,2,2.08,4.16,16393
565751,2011-09-06 12:56:00,22386,1,2.08,2.08,16393
565751,2011-09-06 12:56:00,22385,2,2.08,4.16,16393
565751,2011-09-06 12:56:00,22411,4,2.08,8.32,16393
565751,2011-09-06 12:56:00,21928,4,2.08,8.32,16393
565751,2011-09-06 12:56:00,21931,4,2.08,8.32,16393
565751,2011-09-06 12:56:00,85099B,2,2.08,4.16,16393
565751,2011-09-06 12:56:00,23202,4,2.08,8.32,16393
565751,2011-09-06 12:56:00,23199,9,2.08,18.72,16393
565751,2011-09-06 12:56:00,23241,6,2.08,12.48,16393
565751,2011-09-06 12:56:00,23238,6,4.15,24.9,16393
565751,2011-09-06 12:56:00,22892,6,1.25,7.5,16393
565751,2011-09-06 12:56:00,22902,3,2.1,6.3,16393
565751,2011-09-06 12:56:00,22900,10,3.25,32.5,16393
565751,2011-09-06 12:56:00,21577,2,2.25,4.5,16393
565751,2011-09-06 12:56:00,22374,1,4.25,4.25,16393
565751,2011-09-06 12:56:00,22371,4,4.25,17.0,16393
565751,2011-09-06 12:56:00,21034,2,0.95,1.9,16393
565751,2011-09-06 12:56:00,84247K,1,2.95,2.95,16393
565751,2011-09-06 12:56:00,22631,4,1.95,7.8,16393
565751,2011-09-06 12:56:00,22630,2,1.95,3.9,16393
565751,2011-09-06 12:56:00,22629,4,1.95,7.8,16393
565751,2011-09-06 12:56:00,22659,4,1.95,7.8,16393
565842,2011-09-07 12:10:00,21916,24,0.42,10.08,13808
565842,2011-09-07 12:10:00,21993,12,1.25,15.0,13808
565842,2011-09-07 12:10:00,22161,24,0.19,4.56,13808
565842,2011-09-07 12:10:00,22142,12,1.45,17.4,13808
565842,2011-09-07 12:10:00,22144,12,2.1,25.2,13808
565842,2011-09-07 12:10:00,22141,12,2.1,25.2,13808
565842,2011-09-07 12:10:00,21821,6,3.75,22.5,13808
565842,2011-09-07 12:10:00,21813,6,4.95,29.7,13808
565854,2011-09-07 13:22:00,21122,24,1.25,30.0,12490
565854,2011-09-07 13:22:00,22382,10,1.65,16.5,12490
565854,2011-09-07 13:22:00,22029,24,0.42,10.08,12490
565854,2011-09-07 13:22:00,22367,8,1.95,15.6,12490
565854,2011-09-07 13:22:00,22613,24,0.85,20.4,12490
565854,2011-09-07 13:22:00,22629,12,1.95,23.4,12490
565854,2011-09-07 13:22:00,23256,8,4.15,33.2,12490
565854,2011-09-07 13:22:00,23290,8,1.25,10.0,12490
565854,2011-09-07 13:22:00,20726,20,1.65,33.0,12490
565854,2011-09-07 13:22:00,20727,10,1.65,16.5,12490
565854,2011-09-07 13:22:00,23445,20,0.83,16.6,12490
565854,2011-09-07 13:22:00,21731,36,1.65,59.4,12490
565854,2011-09-07 13:22:00,21564,6,2.95,17.7,12490
565854,2011-09-07 13:22:00,21563,6,2.95,17.7,12490
565854,2011-09-07 13:22:00,22326,18,2.95,53.1,12490
565854,2011-09-07 13:22:00,23159,12,2.08,24.96,12490
565854,2011-09-07 13:22:00,22197,36,0.85,30.6,12490
565854,2011-09-07 13:22:00,20963,10,1.25,12.5,12490
565854,2011-09-07 13:22:00,21915,12,1.25,15.0,12490
565854,2011-09-07 13:22:00,21914,12,1.25,15.0,12490
565854,2011-09-07 13:22:00,22898,8,1.95,15.6,12490
565854,2011-09-07 13:22:00,21094,24,0.85,20.4,12490
565854,2011-09-07 13:22:00,21086,24,0.65,15.6,12490
565854,2011-09-07 13:22:00,21080,24,0.85,20.4,12490
565854,2011-09-07 13:22:00,21936,10,2.95,29.5,12490
565854,2011-09-07 13:22:00,22343,12,0.85,10.2,12490
565854,2011-09-07 13:22:00,22131,12,1.95,23.4,12490
565854,2011-09-07 13:22:00,22922,12,0.85,10.2,12490
565854,2011-09-07 13:22:00,22027,24,0.42,10.08,12490
565854,2011-09-07 13:22:00,21098,36,1.25,45.0,12490
565854,2011-09-07 13:22:00,23206,20,1.65,33.0,12490
565854,2011-09-07 13:22:00,22328,12,2.95,35.4,12490
565854,2011-09-07 13:22:00,21121,24,1.25,30.0,12490
565854,2011-09-07 13:22:00,22315,12,1.25,15.0,12490
565854,2011-09-07 13:22:00,21354,12,1.25,15.0,12490
565854,2011-09-07 13:22:00,21124,24,1.25,30.0,12490
565854,2011-09-07 13:22:00,23254,8,4.15,33.2,12490
565854,2011-09-07 13:22:00,84997D,8,4.15,33.2,12490
565854,2011-09-07 13:22:00,22313,6,2.95,17.7,12490
565854,2011-09-07 13:22:00,84997C,8,4.15,33.2,12490
565854,2011-09-07 13:22:00,POST,4,18.0,72.0,12490
565854,2011-09-07 13:22:00,20725,10,1.65,16.5,12490
566052,2011-09-08 14:53:00,23086,64,1.25,80.0,13199
566052,2011-09-08 14:53:00,22993,24,1.25,30.0,13199
566052,2011-09-08 14:53:00,84947,72,1.06,76.32,13199
566076,2011-09-09 09:13:00,22193,6,8.5,51.0,12449
566076,2011-09-09 09:13:00,22192,6,8.5,51.0,12449
566076,2011-09-09 09:13:00,22191,6,8.5,51.0,12449
566076,2011-09-09 09:13:00,22326,12,2.95,35.4,12449
566076,2011-09-09 09:13:00,22328,6,2.95,17.7,12449
566076,2011-09-09 09:13:00,22629,12,1.95,23.4,12449
566076,2011-09-09 09:13:00,22630,12,1.95,23.4,12449
566076,2011-09-09 09:13:00,21216,4,4.95,19.8,12449
566076,2011-09-09 09:13:00,79191C,12,0.85,10.2,12449
566076,2011-09-09 09:13:00,79190B,15,0.42,6.3,12449
566076,2011-09-09 09:13:00,22624,4,8.5,34.0,12449
566076,2011-09-09 09:13:00,22626,4,8.5,34.0,12449
566076,2011-09-09 09:13:00,22627,4,8.5,34.0,12449
566076,2011-09-09 09:13:00,22625,4,8.5,34.0,12449
566076,2011-09-09 09:13:00,22555,12,1.65,19.8,12449
566076,2011-09-09 09:13:00,22554,12,1.65,19.8,12449
566076,2011-09-09 09:13:00,84086C,6,2.95,17.7,12449
566076,2011-09-09 09:13:00,20977,16,1.25,20.0,12449
566076,2011-09-09 09:13:00,20979,16,1.25,20.0,12449
566076,2011-09-09 09:13:00,23241,6,2.08,12.48,12449
566076,2011-09-09 09:13:00,23236,6,2.89,17.34,12449
566076,2011-09-09 09:13:00,23240,6,4.15,24.9,12449
566076,2011-09-09 09:13:00,21889,12,1.25,15.0,12449
566076,2011-09-09 09:13:00,21888,4,3.75,15.0,12449
566076,2011-09-09 09:13:00,21915,12,1.25,15.0,12449
566076,2011-09-09 09:13:00,21912,4,3.75,15.0,12449
566076,2011-09-09 09:13:00,22549,12,1.45,17.4,12449
566076,2011-09-09 09:13:00,22027,12,0.42,5.04,12449
566076,2011-09-09 09:13:00,22029,12,0.42,5.04,12449
566076,2011-09-09 09:13:00,22712,12,0.42,5.04,12449
566076,2011-09-09 09:13:00,22715,12,0.42,5.04,12449
566076,2011-09-09 09:13:00,22815,12,0.42,5.04,12449
566076,2011-09-09 09:13:00,22374,4,4.25,17.0,12449
566076,2011-09-09 09:13:00,22375,4,4.25,17.0,12449
566076,2011-09-09 09:13:00,22376,4,4.25,17.0,12449
566076,2011-09-09 09:13:00,22413,6,2.95,17.7,12449
566076,2011-09-09 09:13:00,22117,6,2.95,17.7,12449
566076,2011-09-09 09:13:00,21908,12,2.1,25.2,12449
566076,2011-09-09 09:13:00,21165,12,1.69,20.28,12449
566076,2011-09-09 09:13:00,22725,4,3.75,15.0,12449
566076,2011-09-09 09:13:00,22728,4,3.75,15.0,12449
566076,2011-09-09 09:13:00,22726,4,3.75,15.0,12449
566076,2011-09-09 09:13:00,22729,4,3.75,15.0,12449
566076,2011-09-09 09:13:00,23342,6,8.5,51.0,12449
566076,2011-09-09 09:13:00,POST,11,15.0,165.0,12449
566196,2011-09-09 13:47:00,85066,2,12.75,25.5,14180
566196,2011-09-09 13:47:00,82484,4,7.95,31.8,14180
566196,2011-09-09 13:47:00,22424,6,12.75,76.5,14180
566196,2011-09-09 13:47:00,22072,4,3.75,15.0,14180
566258,2011-09-11 12:45:00,20686,3,3.25,9.75,13124
566258,2011-09-11 12:45:00,20971,7,1.25,8.75,13124
566258,2011-09-11 12:45:00,23071,1,12.5,12.5,13124
566258,2011-09-11 12:45:00,22147,6,1.45,8.7,13124
566258,2011-09-11 12:45:00,84929,12,0.19,2.28,13124
566258,2011-09-11 12:45:00,22924,24,0.85,20.4,13124
566258,2011-09-11 12:45:00,23356,3,5.95,17.85,13124
566258,2011-09-11 12:45:00,21485,1,4.95,4.95,13124
566258,2011-09-11 12:45:00,22835,1,4.95,4.95,13124
566258,2011-09-11 12:45:00,22113,1,4.25,4.25,13124
566258,2011-09-11 12:45:00,21481,3,3.75,11.25,13124
566258,2011-09-11 12:45:00,22111,3,4.95,14.85,13124
566258,2011-09-11 12:45:00,84836,12,1.25,15.0,13124
566258,2011-09-11 12:45:00,22095,2,0.39,0.78,13124
566258,2011-09-11 12:45:00,22400,10,0.39,3.9,13124
566258,2011-09-11 12:45:00,22730,2,3.75,7.5,13124
566258,2011-09-11 12:45:00,21823,26,1.45,37.7,13124
566258,2011-09-11 12:45:00,22729,2,3.75,7.5,13124
566258,2011-09-11 12:45:00,22728,2,3.75,7.5,13124
566258,2011-09-11 12:45:00,22726,2,3.75,7.5,13124
566258,2011-09-11 12:45:00,22727,2,3.75,7.5,13124
566258,2011-09-11 12:45:00,23209,10,1.65,16.5,13124
566258,2011-09-11 12:45:00,20726,10,1.65,16.5,13124
566258,2011-09-11 12:45:00,22371,4,4.25,17.0,13124
566258,2011-09-11 12:45:00,22382,10,1.65,16.5,13124
566258,2011-09-11 12:45:00,22630,8,1.95,15.6,13124
566258,2011-09-11 12:45:00,22629,6,1.95,11.7,13124
566258,2011-09-11 12:45:00,22662,10,1.65,16.5,13124
566258,2011-09-11 12:45:00,23256,4,4.15,16.6,13124
566258,2011-09-11 12:45:00,22383,10,1.65,16.5,13124
566258,2011-09-11 12:45:00,23254,6,4.15,24.9,13124
566258,2011-09-11 12:45:00,23255,6,4.15,24.9,13124
566258,2011-09-11 12:45:00,23240,6,4.15,24.9,13124
566258,2011-09-11 12:45:00,23245,4,4.95,19.8,13124
566258,2011-09-11 12:45:00,23237,6,4.15,24.9,13124
566258,2011-09-11 12:45:00,23191,6,1.65,9.9,13124
566258,2011-09-11 12:45:00,22469,8,1.65,13.2,13124
566258,2011-09-11 12:45:00,23103,15,1.65,24.75,13124
566258,2011-09-11 12:45:00,21892,10,1.25,12.5,13124
566258,2011-09-11 12:45:00,22243,6,1.65,9.9,13124
566258,2011-09-11 12:45:00,23238,6,4.15,24.9,13124
566258,2011-09-11 12:45:00,23130,6,4.15,24.9,13124
566258,2011-09-11 12:45:00,23184,6,4.95,29.7,13124
566258,2011-09-11 12:45:00,35471D,10,0.39,3.9,13124
566258,2011-09-11 12:45:00,79149B,2,0.42,0.84,13124
566258,2011-09-11 12:45:00,23079,8,8.95,71.6,13124
566258,2011-09-11 12:45:00,85150,5,2.55,12.75,13124
566258,2011-09-11 12:45:00,22927,4,5.95,23.8,13124
566258,2011-09-11 12:45:00,23202,3,2.08,6.24,13124
566258,2011-09-11 12:45:00,22411,3,2.08,6.24,13124
566258,2011-09-11 12:45:00,21931,3,2.08,6.24,13124
566258,2011-09-11 12:45:00,22405,6,1.25,7.5,13124
566258,2011-09-11 12:45:00,21124,10,1.25,12.5,13124
566258,2011-09-11 12:45:00,21121,10,1.25,12.5,13124
566258,2011-09-11 12:45:00,17021,24,0.3,7.2,13124
566258,2011-09-11 12:45:00,22968,2,9.95,19.9,13124
566258,2011-09-11 12:45:00,22423,3,12.75,38.25,13124
566258,2011-09-11 12:45:00,84879,40,1.69,67.6,13124
566258,2011-09-11 12:45:00,22409,12,1.25,15.0,13124
566258,2011-09-11 12:45:00,82583,2,2.1,4.2,13124
566258,2011-09-11 12:45:00,23129,6,4.15,24.9,13124
566258,2011-09-11 12:45:00,23127,6,4.95,29.7,13124
566258,2011-09-11 12:45:00,22149,8,2.1,16.8,13124
566258,2011-09-11 12:45:00,15056N,2,5.95,11.9,13124
566258,2011-09-11 12:45:00,85014B,2,5.95,11.9,13124
566258,2011-09-11 12:45:00,15056BL,2,5.95,11.9,13124
566258,2011-09-11 12:45:00,20679,2,5.95,11.9,13124
566258,2011-09-11 12:45:00,23208,10,1.65,16.5,13124
566258,2011-09-11 12:45:00,20725,10,1.65,16.5,13124
566258,2011-09-11 12:45:00,22326,8,2.95,23.6,13124
566258,2011-09-11 12:45:00,22349,1,3.75,3.75,13124
566258,2011-09-11 12:45:00,23108,8,6.25,50.0,13124
566258,2011-09-11 12:45:00,23203,3,2.08,6.24,13124
566258,2011-09-11 12:45:00,20682,3,3.25,9.75,13124
566258,2011-09-11 12:45:00,22940,6,4.25,25.5,13124
566262,2011-09-11 12:56:00,23265,1,1.25,1.25,15527
566262,2011-09-11 12:56:00,23333,6,1.25,7.5,15527
566262,2011-09-11 12:56:00,22834,2,2.1,4.2,15527
566262,2011-09-11 12:56:00,23296,1,1.25,1.25,15527
566262,2011-09-11 12:56:00,23332,2,1.65,3.3,15527
566262,2011-09-11 12:56:00,23266,1,1.25,1.25,15527
566262,2011-09-11 12:56:00,21098,1,1.25,1.25,15527
566262,2011-09-11 12:56:00,23083,1,3.75,3.75,15527
566262,2011-09-11 12:56:00,22575,1,1.95,1.95,15527
566262,2011-09-11 12:56:00,21973,1,1.45,1.45,15527
566262,2011-09-11 12:56:00,84987,1,1.45,1.45,15527
566262,2011-09-11 12:56:00,85099B,30,2.08,62.4,15527
566262,2011-09-11 12:56:00,20726,10,1.65,16.5,15527
566262,2011-09-11 12:56:00,22491,12,0.85,10.2,15527
566262,2011-09-11 12:56:00,22561,12,1.65,19.8,15527
566262,2011-09-11 12:56:00,21561,1,2.55,2.55,15527
566262,2011-09-11 12:56:00,22844,1,8.5,8.5,15527
566262,2011-09-11 12:56:00,23082,12,3.75,45.0,15527
566262,2011-09-11 12:56:00,21374,6,1.25,7.5,15527
